Gene name	Mouse gene name	Mouse homology type	dN with Mouse	dS with Mouse	Mouse orthology confidence [0 low, 1 high]
RPL35P6					
AC087821.2					
AC090198.1					
DNM1L	Dnm1l	ortholog_one2one	0.013	0.4158	1
RNF139	Rnf139	ortholog_one2one	0.0314	0.2794	1
AC134682.1					
COL8A2	Col8a2	ortholog_one2one	0.0349	0.385	1
CDC27	Cdc27	ortholog_one2one	0.0132	0.3058	1
AC012513.3					
AC026620.2					
AC106897.2					
LINC01963					
PSD3	Psd3	ortholog_one2one	0.1056	0.5329	1
AL118511.2					
IGFBP1	Igfbp1	ortholog_one2one	0.1908	0.8524	1
AC232271.2					
AC232271.3					
PDLIM3	Pdlim3	ortholog_one2one	0.1375	0.7436	1
ST13P10					
PLET1	Plet1	ortholog_one2one	0.7612	0.8508	0
RABEP1	Rabep1	ortholog_one2one	0.0197	0.4076	1
TMEM145	Tmem145	ortholog_one2one	0.0294	0.5912	1
MTSS1	Mtss1	ortholog_one2one	0.0171	0.4588	1
FOXP3	Foxp3	ortholog_one2one	0.0696	0.5946	1
GIN1	Gin1	ortholog_one2one	0.0791	0.6003	1
LOXHD1	Loxhd1	ortholog_one2one	0.0258	0.6542	1
PTS	Pts	ortholog_one2one	0.099	0.5596	1
TNNT3	Tnnt3	ortholog_one2one	0.0248	0.9162	1
ATP6V1G3					
C10orf55					
SERPINA13P					
AL441943.1					
AL157402.4					
AL049839.1					
AL109955.2					
AL441943.2					
AC084752.1					
RPSAP4					
LINC02662					
PARN	Parn	ortholog_one2one	0.0604	0.5328	1
UTP11	Utp11	ortholog_one2one	0.05	0.637	1
GSC	Gsc	ortholog_one2one	0.0108	0.6838	1
LINC00701					
AC087239.1					
WARS1P1					
AC091814.1					
SPEG	Speg	ortholog_one2one	0.0443	0.5465	1
COX6CP11					
CLEC2B					
AL121612.2					
RP1	Rp1	ortholog_one2one	0.2625	0.5819	1
SLC25A47P1					
RPL15P2					
BX927182.1					
AL121612.1					
RPS6P16					
AP002884.3					
AC027369.5					
LINC02279					
DAG1	Dag1	ortholog_one2one	0.0363	0.5419	1
TRIM51CP					
AC027369.2					
HMGB1P1					
LINC02274					
SEPTIN7P9					
AC005520.6					
SILC1					
CCDC115	Ccdc115	ortholog_one2one	0.1164	0.7715	1
CUL1P1					
TRIM51GP					
CCDC192	Ccdc192	ortholog_one2one	0.3208	0.5162	1
TUBB4BP1					
MYO16-AS1					
AC092451.1					
AC092451.2					
FRMD3	Frmd3	ortholog_one2one	0.043	0.3645	1
LINC02838					
TRIM53CP					
AC092451.3					
LINC02561					
MAST4-IT1					
AL096828.6					
AL445363.3					
AKNA	Akna	ortholog_one2one	0.2889	0.7294	1
AC004899.1					
SEC11B					
AC004148.1					
LMNTD1	Lmntd1	ortholog_one2one	0.3567	1.0973	1
MAST4	Mast4	ortholog_one2one	0.1038	0.6139	1
AC004899.2					
AC090151.1					
AC015727.1					
AL445363.1					
UBL7-AS1					
RHEBP1					
SYT15	Syt15	ortholog_one2many	0.1212	0.6462	1
SIGLEC9	Siglece	ortholog_one2many	0.389	0.9988	0
LINC01013					
AC012435.2					
SDAD1P1					
MIEN1	Mien1	ortholog_one2one	0.1931	0.8281	1
AC012435.3					
DCAF4	Dcaf4	ortholog_one2many	0.1029	0.589	1
AL096828.2					
CCDC110					
AL096828.5					
AL096828.1					
YTHDF1	Ythdf1	ortholog_one2one	0.0301	0.5682	1
SCAMP3	Scamp3	ortholog_one2one	0.0511	0.4277	1
NASP	Nasp	ortholog_one2one	0.106	0.3271	1
AP002358.1					
AL445363.2					
RPS19P3					
ATF2	Atf2	ortholog_one2one	0.0039	0.232	1
AKR1B10P1					
SMURF2	Smurf2	ortholog_one2one	0.0036	0.3836	1
RPL21P92					
SS18L1	Ss18l1	ortholog_one2one	0.041	1.1495	1
AL096828.3					
TMEM143	Tmem143	ortholog_one2one	0.0894	0.8076	1
SNX6	Snx6	ortholog_one2one	0.0022	0.5535	1
ARID3B	Arid3b	ortholog_one2one	0.0652	0.367	1
AC234644.2					
AC007938.3					
MESTIT1					
LINC02637					
RPL5P24					
AL356056.2					
AP003696.1					
AP003354.2					
AC002558.3					
AUXG01000058.1					
AL356056.1					
AZIN1	Azin1	ortholog_one2one	0.0197	0.2479	1
AC023200.1					
SHLD2P1					
MGRN1	Mgrn1	ortholog_one2one	0.0617	0.7644	1
NAF1	Naf1	ortholog_one2one	0.2471	0.8741	1
COPG2	Copg2	ortholog_one2one	0.0114	0.4025	1
AL137847.2					
POU3F1	Pou3f1	ortholog_one2one	0.0027	0.4855	1
BX927250.1					
AC022367.1					
MIR3659HG					
ODF2L	Odf2l	ortholog_one2one	0.1688	0.6678	1
AL139158.1					
AC100756.4					
AP002358.2					
DNAJC19P1					
TUBB2BP1					
LINC02786					
OR5AN2P					
DNAJC12	Dnajc12	ortholog_one2one	0.1472	0.5964	1
RPL34P22					
AL390839.1					
OR5BR1P					
AC100756.2					
AC104010.1					
LINC01343					
LINC02704					
LINC02525					
AL390839.2					
AL513479.1					
STARD7	Stard7	ortholog_one2one	0.041	0.4045	1
AP000936.1					
AC231381.1					
CCDC22	Ccdc22	ortholog_one2one	0.0644	0.5876	1
ZMYND19P1					
LINC01685					
ALKBH1	Alkbh1	ortholog_one2one	0.0972	0.467	1
AC022272.1					
FAM230D					
EIF4A1P3					
AL807761.1					
CEP95	Cep95	ortholog_one2one	0.1673	0.5746	1
AL160271.2					
AL807761.3					
CD99					
Z98751.1					
LMAN1	Lman1	ortholog_one2one	0.0579	0.5818	1
AC063977.2					
AL807761.2					
EXOSC7	Exosc7	ortholog_one2one	0.0211	0.4469	1
AC231381.2					
Z98751.3					
AL445487.1					
Z98751.2					
BIRC7	Birc7	ortholog_one2one	0.2069	0.7539	1
AC084834.1					
KRT78	Krt78	ortholog_one2one	0.19	0.7314	0
CLASRP	Clasrp	ortholog_one2one	0.0179	0.7765	1
GOLGA6L2					
RPL21P10					
AC022679.1					
AC005514.1					
XKR4	Xkr4	ortholog_one2one	0.0187	0.3447	1
NFIC	Nfic	ortholog_one2one	0.03	1.0402	1
AL359094.2					
CRYGA	Cryga	ortholog_one2one			1
AL359094.1					
ZNF608	Zfp608	ortholog_one2one	0.0345	0.3747	1
AC090200.1					
SBF1P1					
AC232271.1					
AC022679.2					
RPL7P41					
AC079238.1					
AHSP					
DOCK1	Dock1	ortholog_one2one	0.017	0.7208	1
STARD7-AS1					
TP53I11	Trp53i11	ortholog_one2one			1
WASH7P					
DDX11L1					
PTTG2	Pttg1	ortholog_one2many	0.252	0.5106	0
UBE2G2	Ube2g2	ortholog_one2one	0	0	1
MED27	Med27	ortholog_one2one	0.009	0.6777	1
GDI2P1					
MRPS33P2					
AC021106.2					
MIR1302-2HG					
CDC14C	Cdc14b	ortholog_one2one	0.0919	0.4163	1
LINC02762					
AC144836.1					
AC091730.1					
MEST	Mest	ortholog_one2one	0.0254	0.4635	1
GGTLC5P					
AL133551.1					
RPL12P8					
PPIAP62					
AC092650.2					
AC092650.1					
MCAM	Mcam	ortholog_one2one	0.1387	0.6162	1
AC091059.2					
LINC02763					
AC091059.1					
ZDHHC3	Zdhhc3	ortholog_one2one	0.0121	0.2315	1
YPEL2	Ypel2	ortholog_one2one	0	0	1
SLC39A14	Slc39a14	ortholog_one2one	0.0736	0.6601	1
MED8-AS1					
RPL23AP62					
MED8	Med8	ortholog_one2one	0.0178	0.3936	1
AL157935.2					
LINC02764					
AC138811.2					
ARL6IP1	Arl6ip1	ortholog_one2one	0.0172	0.3249	1
AP003100.2					
BHLHA9	Bhlha9	ortholog_one2one	0.2252	0.8653	1
AP003100.3					
FAM102A	Fam102a	ortholog_one2one	0.0184	0.8127	1
FMR1-IT1					
SEPTIN9-DT					
AC068594.2					
DDX5	Ddx5	ortholog_one2one	0.0036	0.289	1
SEPTIN9					
IDNK	Idnk	ortholog_one2one	0.1475	0.5831	1
TRARG1	Trarg1	ortholog_one2one	0.1235	0.8124	1
FMR1	Fmr1	ortholog_one2one	0.0136	0.1947	1
AF129075.3					
AC112196.1					
AC007160.1					
AC113398.2					
AC027369.1					
AP003100.1					
AC016902.1					
KRT18P19					
OR5AN1	Olfr1431	ortholog_one2many	0.1273	0.8334	0
OR5AN1	Olfr235	ortholog_one2many	0.1307	0.7958	0
OR5AN1	Olfr1436	ortholog_one2many	0.1488	0.9306	1
OR5AN1	Olfr1434	ortholog_one2many	0.118	0.7927	0
OR5AN1	Olfr262	ortholog_one2many	0.1118	0.8647	1
OR5AN1	Olfr1437	ortholog_one2many	0.1286	0.8572	1
AP000889.1					
COX6B1P2					
ELMOD1	Elmod1	ortholog_one2one	0.02	0.6192	1
PRAC1					
AKR1B1	Akr1b3	ortholog_one2one	0.0734	0.681	1
DPM2	Dpm2	ortholog_one2one	0.0684	0.5258	1
RPS15A	Rps15a	ortholog_one2one	0	0	1
PRAC2					
DDX43P2					
AC092448.1					
AC005220.1					
BCAS1	Bcas1	ortholog_one2one	0.2793	0.5082	1
HOXB13	Hoxb13	ortholog_one2one	0.0305	0.5642	1
LINC00642					
FP325335.1					
QKI	Qk	ortholog_one2one	0	0	1
ELFN2	Elfn2	ortholog_one2one	0.0171	1.2171	1
AZIN1-AS1					
AC091179.1					
AC096540.1					
LINC01424					
MAST4-AS1					
AC092349.1					
CLEC3B	Clec3b	ortholog_one2one			1
FOXJ3	Foxj3	ortholog_one2one	0.0268	0.2505	1
SYNGR4	Syngr4	ortholog_one2one	0.1508	0.9001	1
ZSCAN29	Zscan29	ortholog_one2one	0.0936	0.351	1
AP000889.2					
ZNF786	Zfp786	ortholog_one2one	0.2202	0.782	1
AL035427.1					
Z94160.1					
BHLHB9	Bhlhb9	ortholog_one2many	0.1618	0.571	1
AC063977.7					
INSYN2A	Insyn2a	ortholog_one2one	0.0813	0.7012	1
AL713851.1					
Z94160.2					
SIGLEC7	Siglece	ortholog_one2many	0.349	0.7941	1
AC004231.2					
AL096869.3					
WDR75	Wdr75	ortholog_one2one	0.0857	0.4963	1
LINC02317					
AC093775.1					
KRT12					
RPL12P44					
POLR1D	Polr1d	ortholog_one2one	0.0444	0.2113	1
AL713851.2					
KDELR1	Kdelr1	ortholog_one2one	0.0021	0.614	1
KCND1	Kcnd1	ortholog_one2one	0.0257	0.6764	1
BSN-DT					
AP000936.2					
LINC02645					
AP005018.2					
MRPL35	Mrpl35	ortholog_one2one	0.1373	0.4839	1
AP005018.1					
AC080162.1					
TSPAN18	Tspan18	ortholog_one2one	0.0475	0.6479	1
AC073195.2					
TP53BP1	Trp53bp1	ortholog_one2one	0.1033	0.3978	1
ARMCX5-GPRASP2	Bhlhb9	ortholog_one2many	0.1618	0.571	1
BNIP1	Bnip1	ortholog_one2one	0.031	0.6862	1
CRYAA	Cryaa	ortholog_one2many	0.0271	0.9521	1
COMMD4	Commd4	ortholog_one2one	0.0435	0.6457	1
ADAM17	Adam17	ortholog_one2one	0.0397	0.5166	1
GPRASP1	Gprasp1	ortholog_one2one	0.2666	0.5345	1
RAD1P2					
AIM2	Aim2	ortholog_one2one	0.3635	1.0146	1
B2M	B2m	ortholog_one2one	0.2001	1.2413	1
CBL	Cbl	ortholog_one2one	0.0316	0.4278	1
EMC1	Emc1	ortholog_one2one	0.0337	0.4974	1
SIGLEC17P					
CASP10					
GTF2H5	Gtf2h5	ortholog_one2one	0.0068	0.8245	1
RPL35AP26					
H3P45					
AL136439.1					
NPM1P4					
PEX2	Pex2	ortholog_one2one	0.0652	0.4758	1
AL365181.1					
GPRASP2	Gprasp2	ortholog_one2one	0.1475	0.4126	1
RPS24P18					
AC010998.1					
AC010998.3					
MIMT1					
AC063977.1					
RPL19P16					
AC063977.6					
ROPN1L	Ropn1l	ortholog_one2one	0.134	0.7121	1
AC105910.1					
TRIM49B					
KLRF2					
ARMCX5-GPRASP2					
ACAD8	Acad8	ortholog_one2one	0.0645	0.5371	1
AC084851.4					
AC009994.1					
TTLL6	Ttll6	ortholog_one2one	0.2236	0.6355	1
FRG1	Frg1	ortholog_one2one	0.012	0.5737	1
TTC30A	Ttc30b	ortholog_many2many	0.0477	0.6059	1
TTC30A	Ttc30a1	ortholog_many2many	0.048	0.5985	1
TTC30A	Ttc30a2	ortholog_many2many	0.0461	0.5929	1
NPY5R	Npy5r	ortholog_one2one	0.0603	0.6071	1
AC073834.1					
AC012513.1					
AC069155.1					
VN1R110P					
MARCHF4	March4	ortholog_one2one	0.0486	0.4373	1
ROPN1L-AS1					
TSPAN18-AS1					
GRIN2D	Grin2d	ortholog_one2one	0.017	0.8818	1
AC008378.2					
AL035427.2					
AC007991.2					
BEND7P1					
NPY1R	Npy1r	ortholog_one2one	0.0326	0.7973	1
H3P47					
ARMCX5	Armcx5	ortholog_one2one	0.2543	0.4878	1
AL030996.1					
AC007991.3					
GAD2	Gad2	ortholog_one2one	0.0194	0.4202	1
AL590422.1					
AL157899.1					
CYP2C8					
AC073910.1					
PTCHD1	Ptchd1	ortholog_one2one	0.0093	0.2136	1
IAH1	Iah1	ortholog_one2one	0.0997	0.5508	1
APOBEC4	Apobec4	ortholog_one2one	0.2652	0.5196	1
AC019254.2					
LINC00322					
AC019254.1					
AC007991.4					
HIGD1AP18					
AL118511.4					
LINC01679					
RGL1	Rgl1	ortholog_one2one	0.0293	0.4718	1
VN1R64P					
AC106730.1					
C1orf198	2310022B05Rik	ortholog_one2one	0.1213	1.0846	1
LINC02190					
AC062004.1					
MLIP-IT1					
AP001046.1					
VN1R65P					
MLIP	Mlip	ortholog_one2one	0.2344	0.3901	0
AC084706.1					
PNMA2	Pnma2	ortholog_one2one			1
AC126283.2	Cfi	ortholog_one2many	0.2778	0.886	1
AL031864.1					
FRG2KP					
MAP7D1	Map7d1	ortholog_one2one	0.0677	0.4036	1
IDO2	Ido2	ortholog_one2one	0.1716	0.7569	1
AC011479.5					
EEF1AKNMT	Eef1aknmt	ortholog_one2one	0.0545	0.4886	1
C19orf33	2200002D01Rik	ortholog_one2many	0.2708	1.9283	1
AC106730.2					
CFI	Cfi	ortholog_one2many	0.2178	0.7394	1
LINC01476					
AL118511.1					
DPP7	Dpp7	ortholog_one2one	0.1235	1.1855	1
SUMO3	Sumo3	ortholog_one2many	0.0653	1.7948	1
SUMO3	Gm49325	ortholog_one2many	0.0119	1.1051	1
ZDHHC12	Zdhhc12	ortholog_one2one	0.0683	0.7973	1
AL118511.3					
TUBB4AP1					
YIF1B	Yif1b	ortholog_one2one	0.0481	0.6019	1
C2orf80	D630023F18Rik	ortholog_one2many	0.2099	0.5875	1
C2orf80	Gm28845	ortholog_one2many	0.3605	0.7802	0
AC011726.2					
AC011726.3					
AC015743.1					
EMC1-AS1					
ABHD16A	Abhd16a	ortholog_one2one	0.0193	0.4644	1
BNIP3L	Bnip3l	ortholog_one2one	0.0171	0.4091	1
AC007792.1					
AC119800.1					
AL138720.1					
AL354702.1					
FAM245B					
LEPR	Lepr	ortholog_one2one	0.1432	0.4945	1
PLA2G12A	Pla2g12a	ortholog_one2one	0.054	0.9735	1
AL354702.2					
AC044792.1					
AL390254.1					
RPL7AP69					
CDKN2AIPNLP2					
PKN3	Pkn3	ortholog_one2one	0.0949	0.9016	1
ASCL5	Ascl5	ortholog_one2one	0.1213	0.9702	1
AC034148.1					
GNL2P1					
SMARCAL1	Smarcal1	ortholog_one2one	0.1616	0.5733	1
BMS1P1					
AC104447.1					
VWC2	Vwc2	ortholog_one2one	0.0397	0.6415	1
AC099778.1					
LETM1	Letm1	ortholog_one2one	0.089	0.8739	1
AC013439.1					
TMEM191C	Tmem191c	ortholog_one2many	0.2797	1.5897	1
AC026620.1					
AC013439.2					
YBX3P1					
ZNF425					
AC025588.4					
C17orf75	5730455P16Rik	ortholog_one2one	0.0521	0.3542	1
RPL35AP12					
ZNF720P1					
CTSLP3					
VN1R66P					
ZPBP	Zpbp	ortholog_one2one	0.1093	0.4775	1
RAD23B	Rad23b	ortholog_one2one	0.0502	0.3573	1
RBM22P12					
USP29	Usp29	ortholog_one2one	0.481	0.8505	0
EEF1A1P36					
GLUD1P2					
RPSAP27					
NTNG2	Ntng2	ortholog_one2one	0.0248	1.0983	1
AC074050.1					
AC106820.1					
PKIA-AS1					
MTND4P23					
MTND4LP13					
MTND5P25					
ABCA3	Abca3	ortholog_one2one	0.0624	0.9273	1
KCNH5	Kcnh5	ortholog_one2one	0.0095	0.3883	1
ZIM3					
AL731733.1					
ZNF398	Zfp398	ortholog_one2one	0.0424	0.5263	1
PKIA	Pkia	ortholog_one2one	0.0115	0.3662	1
GCNA					
SUSD4	Susd4	ortholog_one2one	0.0466	0.4028	1
AC096649.2					
AC025588.2					
ITGA6-AS1					
TKTL2	Tktl2	ortholog_one2one	0.1146	0.6873	1
HMGN3	Hmgn3	ortholog_one2one	0.0631	0.2122	1
AC078883.2					
DPYSL2	Dpysl2	ortholog_one2one	0.0161	0.485	1
MLLT10P2					
PDK1	Pdk1	ortholog_one2one	0.0373	0.548	1
AF146191.1					
AL359552.1					
LINC01509					
ACVR1B	Acvr1b	ortholog_one2one	0.009	0.4704	1
AC091893.2					
PRDX4	Prdx4	ortholog_one2one	0.053	0.4388	1
AL050335.1					
AC119749.1					
SPATA48					
ACVR2B-AS1					
HMGN2P32					
AL157834.1					
ACVR2B	Acvr2b	ortholog_one2one	0.0025	0.4888	1
BSN	Bsn	ortholog_one2one	0.0574	0.4498	1
AC018653.2					
AL157834.4					
SIK1	Sik1	ortholog_one2many	0.0995	0.9222	1
AC084824.4					
AC004890.1					
AC020743.1					
AL157834.3					
YARS2	Yars2	ortholog_one2one	0.0811	0.5592	1
PAWRP1					
AC007991.1					
AC087623.2					
AC068880.1					
AC087362.2					
AC100849.2					
TUBGCP4	Tubgcp4	ortholog_one2one	0.0079	0.4063	1
DDHD2	Ddhd2	ortholog_one2one	0.0575	0.4231	1
MOXD1	Moxd1	ortholog_one2one	0.0859	0.5894	1
AC068880.3					
AC098859.2					
TRAPPC3	Trappc3	ortholog_one2one	0.0105	0.564	1
PMPCA	Pmpca	ortholog_one2one	0.0497	0.6395	1
AC068880.2					
AP001117.1					
BSN-AS1					
AC100849.1					
TRIP10	Trip10	ortholog_one2one	0.039	1.193	1
AF241725.1					
CXCR3	Cxcr3	ortholog_one2one	0.0849	0.8381	1
IDO1	Ido1	ortholog_one2one	0.2951	0.6725	1
AC093766.1					
FRG2	Frg2f1	ortholog_one2many	0.829	1.0763	0
BX276092.7					
AC098820.3					
DKK4	Dkk4	ortholog_one2one	0.1584	0.9432	1
AC098820.4					
AC090527.4					
AC025580.1					
BX276092.9	8030474K03Rik	ortholog_many2many	0.635	0.9481	0
BX276092.9	4933412E24Rik	ortholog_many2many	0.5932	0.9748	0
BX276092.9	Gm4779	ortholog_many2many	0.5771	1.0239	0
BX276092.9	AL805980.1	ortholog_many2many	0.7367	1.2853	0
AC098820.2					
AC005899.4					
SLC30A4	Slc30a4	ortholog_one2one	0.0399	0.3734	1
LINC00317					
BX276092.4					
AC097063.1					
HMGN3-AS1					
LINC01425					
AC092338.3					
LINC00891					
LEPROT	Leprot	ortholog_one2one	0.0441	0.551	1
AC068700.1					
ZNF207	Zfp207	ortholog_one2one	0.0046	0.2665	1
ABCA7	Abca7	ortholog_one2one	0.1461	1.1895	1
AP000472.1					
AC020595.1					
CXorf49	8030474K03Rik	ortholog_many2many	0.6485	0.9905	0
CXorf49	4933412E24Rik	ortholog_many2many	0.5986	0.9996	0
CXorf49	Gm4779	ortholog_many2many	0.5831	0.9657	0
CXorf49	AL805980.1	ortholog_many2many	0.7224	1.1542	0
CLCA2	Clca2	ortholog_one2one	0.1717	0.5667	1
AC068700.2					
RARRES2P4					
SNAPIN	Snapin	ortholog_one2one	0.0109	0.4182	1
POLR3E	Polr3e	ortholog_one2one	0.0426	0.5535	1
AGGF1P1					
AC090527.2					
TRIM64C					
LINC00319					
DPPA5P2					
SIGLEC20P					
BX276092.2					
C15orf48	AA467197	ortholog_one2one	0.1842	0.6993	1
BX276092.6					
CCDC169-SOHLH2	Sohlh2	ortholog_one2many	0.4027	0.6947	0
AL033384.1					
TPT1P2					
DDR2	Ddr2	ortholog_one2one	0.0184	0.4478	1
BX276092.8					
CLUHP4					
AC074050.2					
BX276092.5					
AL359380.1					
DBET					
U85056.1					
ERHP2					
ILF2	Ilf2	ortholog_one2one	0	0	1
MLIP-AS1					
GYS1	Gys1	ortholog_one2one	0.015	0.8734	1
CXorf49B	8030474K03Rik	ortholog_many2many	0.6485	0.9905	0
CXorf49B	4933412E24Rik	ortholog_many2many	0.5986	0.9996	0
CXorf49B	Gm4779	ortholog_many2many	0.5831	0.9657	0
CXorf49B	AL805980.1	ortholog_many2many	0.7224	1.1542	0
TSGA13	Tsga13	ortholog_one2one	0.2826	0.5244	1
AC083967.1					
AC074050.4					
SKOR1	Skor1	ortholog_one2one	0.0751	0.7474	1
FOXN2	Foxn2	ortholog_one2one	0.0786	0.5611	1
AC063977.4					
CLUHP3					
ZNF282	Zfp282	ortholog_one2one	0.0471	0.7247	1
SIGLEC21P					
BX276092.1					
LINC01592					
BX276092.3					
OR5BB1P					
OR5A2	Olfr1438-ps1	ortholog_one2one	0.1194	0.5461	1
CCDC169	Ccdc169	ortholog_one2one			1
HMGN2P46					
AL596247.1					
AC011726.1					
AP000880.1					
AP3M1	Ap3m1	ortholog_one2one	0.0022	0.3152	1
LINC02605					
OR5A1	Olfr76	ortholog_one2one	0.0899	0.6975	1
AP000802.1					
AC083837.1					
NAP1L1	Nap1l1	ortholog_one2one	0.0079	0.3652	1
CHSY1	Chsy1	ortholog_one2one	0.0255	0.7212	1
AC234644.1					
AC074050.3					
AC007938.2					
THAP12P7					
OR4D6	Olfr1428	ortholog_one2one	0.07	0.6823	1
AC025580.2					
ITGA6	Itga6	ortholog_one2one	0.0341	0.6079	1
ZC2HC1A	Zc2hc1a	ortholog_one2one	0.0689	0.6529	1
AC009292.2					
OR4D10	Olfr1425	ortholog_one2many	0.0718	0.4835	1
OR4D10	Olfr1424	ortholog_one2many	0.096	0.5167	1
OR4D10	Olfr1426	ortholog_one2many	0.0787	0.5722	1
AF201337.1					
OR4D8P					
AC009292.1					
TGS1	Tgs1	ortholog_one2one	0.157	0.5334	1
AC021785.1					
OR4D11	Olfr1423	ortholog_one2one	0.067	0.5118	1
AL157834.2					
ACSM6					
CDIPT	Cdipt	ortholog_one2one	0.0164	0.6144	1
AC093635.1					
AL133216.2					
OR4D9					
ABCA17P					
AKR1C7P					
NCAM1	Ncam1	ortholog_one2one	0.026	0.5225	1
DHX40	Dhx40	ortholog_one2one	0.0111	0.3941	1
OR4D7P					
AP003778.1					
IL7	Il7	ortholog_one2one	0.2013	0.4204	1
AC017053.1					
TMEM68	Tmem68	ortholog_one2one	0.0336	0.41	1
CNTN3	Cntn3	ortholog_one2one	0.0429	0.4542	1
YWHAE	Ywhae	ortholog_one2one	0	0	1
LY6G6D	Ly6g6d	ortholog_one2one	0.272	0.5492	1
RPL7AP33					
AC084851.3					
AC084851.1					
VCL	Vcl	ortholog_one2one	0.0031	0.3723	1
TMEM134	Tmem134	ortholog_one2one	0.0265	0.5519	1
UBTFL7					
ACSM4	Acsm4	ortholog_one2one	0.0722	0.4251	1
ENTR1	Entr1	ortholog_one2one	0.115	0.6445	1
AC011479.2	2200002D01Rik	ortholog_one2many	0.8502	2.3968	0
OCIAD2	Ociad2	ortholog_one2one	0.0783	0.4644	1
POLM	Polm	ortholog_one2one	0.2894	0.8324	1
SPINT2	Spint2	ortholog_one2one	0.1707	0.8682	1
TMEM60	Tmem60	ortholog_one2one	0.0036	0.209	1
NIPA2P2					
MED16					
AC117481.1					
HNRNPA3P6					
IQGAP3	Iqgap3	ortholog_one2one	0.0857	0.5369	1
AC109927.2					
AL137191.1					
AC109927.1					
LY6G6E	Ly6g6e	ortholog_one2many	0.2496	1.2349	1
PARP1P2					
AC100854.1					
RTTN	Rttn	ortholog_one2one	0.1055	0.4447	1
AC032044.2					
DUX4L8					
LINC01687					
SAAL1	Saal1	ortholog_one2one	0.1197	0.5268	1
AC098680.2					
AL662899.3	Ly6g6e	ortholog_one2many	0.1644	0.9267	0
PRIMPOL	Primpol	ortholog_one2one	0.171	0.6618	1
AC098680.1					
AC010327.5					
LINC02513					
AC010327.7					
TNPO1P1					
RPL12P29					
AL355361.1					
DUX4L7					
AC026396.1					
AL731533.1					
CCSER2	Ccser2	ortholog_one2one	0.1021	0.4011	1
DUX4L6					
TONSL-AS1					
TONSL	Tonsl	ortholog_one2one	0.1517	0.9529	1
DUX4L5					
CCDC185	Ccdc185	ortholog_one2one	0.2904	1.3575	1
SDHB	Sdhb	ortholog_one2one	0.0414	0.6908	1
AP1S2	Ap1s2	ortholog_one2one	0.0809	0.3777	1
LINC00313					
AC008379.1					
GPR152	Gpr152	ortholog_one2one	0.1338	0.8362	1
MBLAC1	Mblac1	ortholog_one2one	0.194	0.9891	1
LARP1	Larp1	ortholog_one2one	0.0648	0.5093	1
CABP4	Cabp4	ortholog_one2one	0.1414	0.8254	1
AC073842.2					
CNPY4	Cnpy4	ortholog_one2one	0.0844	0.6025	1
AP001048.1					
DUX4L4					
NKX2-5	Nkx2-5	ortholog_one2one	0.0493	0.98	1
NSD3	Nsd3	ortholog_one2one	0.0438	0.4183	1
PPP1R14A	Ppp1r14a	ortholog_one2one	0.0748	0.8863	1
DUX4L1					
PAX8-AS1					
AC109471.1					
AL031864.2					
LINC01820					
AC093535.1					
AL731533.3					
AL731533.2					
SIGLEC22P					
AC109458.1					
AC109464.2					
AC024651.2					
AC109464.1					
SOHLH2	Sohlh2	ortholog_one2many	0.387	0.6751	0
AC024651.3					
MYLKP1					
ZNF212	Zfp212	ortholog_one2one	0.1093	0.6681	1
SLC38A4	Slc38a4	ortholog_one2one	0.0738	0.7958	1
OR7E66P					
SPAG4	Spag4	ortholog_one2one	0.0971	0.5493	1
OR7E22P					
LINC02583					
AC084851.2					
TMA16	Tma16	ortholog_one2one	0.1259	0.516	1
UMOD	Umod	ortholog_one2one	0.1391	0.8942	1
OR7E55P					
AL133216.1					
TAF6	Taf6	ortholog_one2one	0.0121	0.6683	1
AC120114.2					
AC016912.1					
AC139453.2					
GRAMD2B	Gramd3	ortholog_one2one	0.1169	0.5348	1
BX119927.1					
CICP9					
AL008628.1					
AC005520.7					
TMEM247	Tmem247	ortholog_one2one	0.1976	0.8929	1
LSP1P2					
NPM1P52					
AL161910.1					
BBOF1	Bbof1	ortholog_one2one	0.1252	0.3988	1
AC118273.1					
AC139453.1					
AC118273.2					
WAS	Was	ortholog_one2one	0.0661	0.4631	1
AC022254.1					
ARRDC4	Arrdc4	ortholog_one2one	0.0756	0.6795	1
PDLIM1	Pdlim1	ortholog_one2one	0.0563	0.5258	1
ABCD1P2					
AC091893.1					
CENPU	Cenpu	ortholog_one2one	0.3118	0.7192	1
AC135628.1					
ALG1L6P					
AC106821.4					
FAM86DP					
AP003550.1					
BTG4P1					
LINC02239					
ATP6V1C1	Atp6v1c1	ortholog_one2one	0.0089	0.5141	1
AL136162.1					
AC106821.3					
AC024651.1					
AC020593.1					
AC099499.1					
LINC02211					
AC012651.1	AL935121.1	ortholog_many2many	0.151	0.4635	1
AC012651.1	Ganc	ortholog_many2many			0
AC025588.3					
HNF1B	Hnf1b	ortholog_one2one	0.0156	0.4347	1
DUXA					
MAPK12	Mapk12	ortholog_one2one	0.0358	1.1417	1
COQ6	Coq6	ortholog_one2one	0.0718	0.5139	1
CACYBPP1					
STX7	Stx7	ortholog_one2one	0.0298	0.604	1
AC106754.1					
GLRXP3					
AC099499.2					
AC025031.1					
AC015722.1					
LINC01582					
LINC02228					
AC008035.1					
CLTC	Cltc	ortholog_one2one	0.0008	0.4057	1
AC025031.4					
AC025031.5					
AC008014.1					
