Gene,n
ISYNA1,431.0
DDX5,31.0
MPDU1,76.0
CABYR,294.0
RP11-676J12.7,60.0
SKA2,63.0
PSMB10,139.0
C1QTNF1-AS1,73.0
NDEL1,72.0
FN3KRP,57.0
BSG,84.0
MARCH10,165.0
CAMP,171.0
LILRB3,649.0
PCYT2,314.0
CARD14,70.0
NUP85,99.0
PTPRM,238.0
ZADH2,155.0
CUEDC1,54.0
KIR3DL2,456.0
CWC25,69.0
ACP6,429.0
CTD-2370N5.3,154.0
AURKB,313.0
DERL2,159.0
NUBP1,168.0
HLA-ABC,395.0
DUS1L,309.0
LLGL2,105.0
COPG2,872.0
NUP88,111.0
EIF4A1,348.0
ITGAE,139.0
CRYM,140.0
AURKB,172.0
MIEF2,122.0
AKAP10,78.0
PSMC5,215.0
RFWD3,151.0
CCNE1,216.0
CDH8,533.0
EIF4A1,342.0
ANAPC11,45.0
RAB34,49.0
AURKB,70.0
EIF4A1,96.0
MICAL3,270.0
DHX40,268.0
ACE,314.0
MLKL,103.0
MILR1,346.0
FGF11,102.0
NAA60,97.0
SPATA22,148.0
NDEL1,33.0
TNFRSF12A,81.0
MSL1,116.0
PKMYT1,275.0
UMOD,103.0
SCRN2,180.0
AMZ2,202.0
ACAP1,66.0
LRRC37A3,231.0
CU457734.2,707.0
PKMYT1,431.0
CLDN7,100.0
PELP1,152.0
RPL23,123.0
DDX5,39.0
METTL16,149.0
RAB34,156.0
RNF167,316.0
ABR,133.0
CCDC47,481.0
CRHR1,94.0
ERCC4,76.0
CEP95,75.0
PHF12,215.0
CD226,182.0
FCAR,288.0
KANSL1,9.0
RIOK3,136.0
ANAPC11,72.0
ANKRD13B,69.0
C11orf1,167.0
LSMD1,100.0
PIK3R5,880.0
COPG2,727.0
CORO7,109.0
URI1,44.0
LRRC48,102.0
CARD14,44.0
TMC5,33.0
CCDC178,188.0
DERL2,104.0
HS3ST3A1,205.0
AL512324.1,231.0
PHF23,36.0
TAS2R19,300.0
EIF2D,63.0
B3GNTL1,184.0
SEPT4,333.0
PDE6G,71.0
AZI1,525.0
RPS15A,112.0
HSD11B1L,76.0
SGSH,68.0
PPP4R1,102.0
CTC1,124.0
ANKRD12,12.0
NOSTRIN,479.0
TBC1D28,14.0
ADAP2,333.0
PTPRC,598.0
COPS3,108.0
CNDP1,39.0
NT5C,40.0
SRRM2,79.0
THOC6,318.0
CSF3,165.0
NBPF10,1112.0
SLC16A5,454.0
PRPSAP2,104.0
CNDP2,110.0
DRG2,113.0
KIR3DL1,428.0
TTC34,190.0
PFN1,105.0
FCAR,210.0
GDPD1,131.0
RIOK3,504.0
RPL38,68.0
MKS1,147.0
SKA2,93.0
SLC13A5,523.0
LRRC48,83.0
ASPSCR1,502.0
MED24,139.0
CDH3,775.0
ARHGDIA,93.0
MRC2,158.0
DDX5,83.0
ASPSCR1,353.0
COPZ2,57.0
CYB5D1,31.0
TRIM16,112.0
AC000003.2,124.0
VEZF1,522.0
B3GNT6,385.0
NFE2L1,4.0
EIF4A1,86.0
MARCH10,694.0
FOPNL,109.0
C17orf72,139.0
C17orf85,37.0
PHF23,59.0
AKT2,451.0
NRN1L,88.0
CTDNEP1,202.0
NFE2L1,574.0
INPP5K,52.0
RHOT1,190.0
AC242842.1,165.0
GIT1,695.0
CEP95,56.0
WDR16,94.0
RP11-169F17.1,90.0
NARF,87.0
TOP2A,147.0
SPECC1,102.0
ANKRD13B,129.0
TNK1,4.0
RBFOX3,76.0
PPP4R1,190.0
XAF1,64.0
RNF138,142.0
STX8,126.0
PGAP3,149.0
ERBB2,177.0
TMEM241,196.0
LILRB1,702.0
ZSCAN32,428.0
GOSR2,144.0
ADCY9,216.0
GGA3,77.0
LINC00908,51.0
TRIM50,488.0
SCARF1,50.0
POLI,638.0
DVL2,731.0
RUNX2,543.0
RECQL5,236.0
TBC1D26,16.0
CORO7,11.0
ELP5,230.0
WDR81,197.0
EPB41L3,91.0
GGT6,494.0
COPRS,69.0
ULK2,50.0
TRIM16,96.0
CXCL16,94.0
LCAT,81.0
DDX5,93.0
LILRA6,632.0
ATPAF2,60.0
KRT39,185.0
LRRC48,131.0
ADAMTS10,1104.0
KSR1,155.0
FOPNL,129.0
CNDP2,204.0
GRAP,104.0
SLC25A19,153.0
IKBKE,658.0
NETO1,4.0
LAMA4,188.0
SRGAP2,86.0
STAC2,149.0
NARF,144.0
GPS1,139.0
RBFOX3,132.0
CDC6,100.0
OAZ1,227.0
TMEM256-PLSCR3,118.0
HMOX2,131.0
EPB41L3,96.0
RECQL5,199.0
HELZ,1164.0
KIR2DS5,385.0
GJD3,295.0
IFT20,159.0
BAIAP2,513.0
DUS1L,153.0
AATK,116.0
RPL17,56.0
HMOX2,238.0
SECTM1,170.0
NT5C,154.0
BAIAP2,98.0
MED9,83.0
TTC39C,77.0
AMZ2,24.0
TBC1D26,211.0
RPL17,106.0
KIR2DS1,330.0
ERBB2,102.0
HSD11B1L,153.0
TBCD,244.0
PSMD11,5.0
SEMA3B,750.0
LILRB1,651.0
GGA3,65.0
CRYM,241.0
ATP1B2,173.0
INTS2,79.0
DDX42,100.0
C17orf75,275.0
EPN2,32.0
NFE2L1,161.0
GGA3,633.0
BLMH,67.0
CDC27,114.0
ANKFN1,173.0
TEKT1,81.0
ALDH3A2,63.0
WSB1,55.0
FLII,24.0
SLC16A5,53.0
PIGL,151.0
BLMH,318.0
NAIP,1348.0
GEMIN4,296.0
KIAA0753,130.0
PRSS22,117.0
MED11,86.0
ALDH3A2,86.0
ANKFY1,81.0
C17orf62,191.0
TTC19,64.0
PCYT2,208.0
ATPAF1,261.0
CEP95,103.0
TTC39C,44.0
AZI1,1048.0
LILRB4,396.0
NUP85,101.0
ZNF286A,61.0
CORO6,472.0
NOMO3,96.0
SMARCD2,69.0
RHOT1,524.0
LAIR2,153.0
SNF8,54.0
ACSM5,209.0
CCDC178,73.0
NAT9,82.0
CBLN2,109.0
MED24,58.0
SMN2,144.0
TOM1L1,477.0
ENOSF1,98.0
ZNF286A,60.0
URI1,229.0
CABLES1,39.0
MBP,171.0
NSRP1,157.0
RPTOR,96.0
LSMD1,84.0
KIR3DL1,428.0
CYB561,142.0
MKL2,70.0
BAIAP2,130.0
HEXDC,77.0
CDK5RAP3,196.0
NARF,189.0
HCFC1R1,120.0
MINK1,54.0
ENOSF1,180.0
PHOSPHO1,86.0
FBXL20,439.0
TMEM97,119.0
CDC6,182.0
IGHE,76.0
CCDC47,19.0
SCPEP1,136.0
RPH3AL,158.0
WSCD1,181.0
SMARCE1,53.0
RNF43,743.0
SLC16A3,135.0
LIMD2,79.0
PYCR1,132.0
SAP30BP,249.0
DMTF1,34.0
CABLES1,164.0
PGM5,402.0
UTP6,30.0
MICAL3,140.0
LOXHD1,1012.0
DVL2,363.0
IMPACT,19.0
UTP18,178.0
ABR,129.0
CDK5RAP3,104.0
NAT9,203.0
COPS3,122.0
AIPL1,271.0
AKT2,96.0
PPP4R1,76.0
PFAS,135.0
AURKB,231.0
RPH3AL,110.0
C19orf47,142.0
RP11-192H23.4,58.0
LIMD2,88.0
KIAA0195,176.0
MTMR4,113.0
SECTM1,85.0
NARF,218.0
RSL1D1,296.0
NCF1,391.0
DLAT,71.0
WSB1,99.0
MED31,44.0
ZSWIM7,79.0
RNF167,97.0
WDR16,49.0
P4HB,156.0
INPP5K,39.0
LRRC37B,909.0
OSBPL1A,42.0
HEXDC,362.0
MRPL45,36.0
C17orf75,98.0
EPB41L3,79.0
RP11-683L23.1,411.0
PAQR4,207.0
PTPRM,264.0
EIF4A1,231.0
LAMA4,1817.0
KCTD1,260.0
SRSF2,130.0
HEXDC,47.0
BLMH,263.0
MIF4GD,90.0
CDC42EP4,80.0
NDEL1,146.0
SEPT4,176.0
FCAR,192.0
ENPP7,160.0
PTPRM,173.0
CALCA,142.0
COPG2,100.0
GIT1,150.0
AC020766.1,338.0
LAIR1,287.0
AC015688.3,94.0
TOM1L2,458.0
ACE,120.0
TNK1,667.0
SKAP1,99.0
ATG13,33.0
GPS2,159.0
LRRC45,6.0
RPL19,194.0
STRADA,72.0
PRSS2,247.0
GGA3,153.0
SHBG,345.0
RPL26,107.0
PSMC5,263.0
BCL6B,133.0
CNDP2,123.0
STARD3,88.0
SENP3,238.0
CABYR,84.0
C17orf89,80.0
CNDP1,465.0
PFAS,117.0
FAM104A,125.0
PIK3R5,44.0
NPB,157.0
FLYWCH1,468.0
HERC2,303.0
P4HB,107.0
DCC,75.0
LINC00908,36.0
NFE2L1,9.0
FDXR,47.0
PCTP,220.0
C17orf72,99.0
CYB5D2,153.0
HES7,145.0
TNFRSF12A,227.0
SNF8,37.0
KRTAP4-11,196.0
NT5C,88.0
DNAH9,88.0
PIEZO2,93.0
FLII,701.0
KPNA2,134.0
WSB1,78.0
ZSCAN10,387.0
NSRP1,75.0
RGS9,495.0
B3GNTL1,251.0
RP1-4G17.5,84.0
RBFOX3,4.0
LAIR1,270.0
SNRPN,59.0
STARD3,263.0
MBP,41.0
RPAIN,107.0
PYCR1,218.0
PAFAH1B1,209.0
KRT23,150.0
SLC12A4,92.0
STRADA,174.0
RNF167,75.0
SCRN2,98.0
OGFOD3,15.0
RPH3AL,201.0
LILRB4,450.0
PER1,825.0
DDX19A,397.0
SOCS6,227.0
ARHGDIA,194.0
ZNF286A,171.0
C17orf75,132.0
DUS1L,152.0
FCGR1C,189.0
CYB561,306.0
CSF3,155.0
LSM14A,344.0
MYL12A,114.0
PRSS21,257.0
CR392000.1,168.0
CNDP2,89.0
CDK5RAP3,111.0
DYM,122.0
SRSF1,254.0
FLII,208.0
STRADA,10.0
TOM1L1,122.0
CCDC102B,124.0
PTPRM,1466.0
TFAP4,45.0
ODF4,143.0
TANC2,1255.0
MIF4GD,264.0
DYM,139.0
SKA2,110.0
ARL16,49.0
FBXO15,103.0
ICT1,72.0
CES1,135.0
UBBP4,230.0
PIGL,188.0
ARHGAP17,72.0
WDR16,43.0
ABHD3,137.0
LCAT,139.0
B9D1,113.0
BRIP1,995.0
PER1,117.0
NDC80,33.0
ARHGAP28,111.0
PITPNC1,88.0
TMEM256-PLSCR3,172.0
PSMC5,241.0
GDPD1,290.0
ORMDL3,138.0
ZPBP2,218.0
RAD17,585.0
PIEZO2,154.0
CTB-133G6.1,383.0
LRRC37B,156.0
CD68,122.0
C17orf97,7.0
SECTM1,44.0
PGAP3,45.0
CCDC102B,484.0
NFE2L1,23.0
CSNK1D,65.0
CDK5RAP3,64.0
CDH19,66.0
ZC3H7A,168.0
NAT9,207.0
KIR3DL1,456.0
DHRS7B,126.0
CDK5RAP3,281.0
PLXDC1,100.0
ZNF594,102.0
CORO7,19.0
DCC,182.0
EIF4A1,117.0
ACADVL,46.0
IKBKE,154.0
MPDU1,194.0
LGALS9B,36.0
SLC16A5,236.0
BLMH,94.0
CDH8,800.0
SLC16A3,291.0
USP14,28.0
TEKT5,186.0
NAT9,212.0
NOMO3,139.0
MPRIP,140.0
AIPL1,325.0
TNK1,78.0
AKAP1,180.0
RECQL5,480.0
FDXR,77.0
LRRC37A3,94.0
HELZ,193.0
PTPRM,208.0
SNTB2,88.0
CABYR,36.0
RBBP8,56.0
FDXR,92.0
BSG,52.0
RHOT1,157.0
SMG8,272.0
TLK2,72.0
SLC38A10,258.0
COPZ2,80.0
TMEM220,131.0
ELP5,210.0
EDC4,155.0
FAM222B,55.0
GLOD4,116.0
SMG8,589.0
UTP18,144.0
SECTM1,147.0
ZNF75A,297.0
HSD11B1L,33.0
NDE1,174.0
NOL11,189.0
SLC16A11,94.0
RNF138,67.0
LLGL2,103.0
ACE,45.0
MILR1,259.0
MPDU1,53.0
SAP30BP,309.0
DNAH9,285.0
ARHGAP28,137.0
NOL11,170.0
NAA60,135.0
ARHGAP28,58.0
XAF1,190.0
CRLF3,119.0
SMURF2,561.0
SENP3,111.0
PTPRC,733.0
ZNF263,227.0
SALL3,151.0
SMURF2,69.0
GOSR2,99.0
GGT6,180.0
SLC46A1,125.0
DDX5,154.0
SAP30BP,37.0
ALDH3A2,146.0
ARHGDIA,130.0
TANC2,136.0
DMTF1,16.0
AKR1C2,200.0
SKAP1,104.0
RARA,66.0
PPP1R1B,172.0
PPT2-EGFL8,98.0
MED24,638.0
ITGB4,216.0
ZC3H7A,329.0
CHD1L,804.0
C17orf62,131.0
NUP85,612.0
DOK6,157.0
MAPK7,157.0
PCYT2,286.0
TMEM104,129.0
BLOC1S2,118.0
SEPT4,72.0
LLGL2,156.0
PCDHGA9,933.0
ELP5,43.0
LITAF,106.0
CD226,38.0
FOXN1,117.0
TOP3A,90.0
SS18,46.0
IFT20,85.0
TAS2R31,310.0
GIT1,173.0
SMCHD1,151.0
GRAP,206.0
SS18,152.0
SLC25A19,85.0
MYO1D,962.0
ACADVL,158.0
SCRN2,128.0
RILP,227.0
GLOD4,53.0
UBBP4,98.0
MTMR4,1139.0
PCGF2,258.0
CCDC57,36.0
SF3B3,72.0
RP11-206C20.1,175.0
RTTN,670.0
THOC1,272.0
MAP2K4,46.0
SRRM2,297.0
CLUAP1,42.0
MPRIP,845.0
ATAD5,1224.0
RAB11FIP4,126.0
GEMIN4,1048.0
DHRS7B,126.0
GGA3,111.0
CDH8,425.0
FN3KRP,103.0
FTSJ3,115.0
LAMA4,179.0
MEP1B,114.0
PKMYT1,169.0
SEPT4,225.0
SLC16A3,223.0
SGSM2,988.0
PCTP,204.0
TRAP1,109.0
MRPS7,157.0
OXLD1,80.0
CD300A,170.0
SMCHD1,1389.0
RAB11FIP4,163.0
BRIP1,181.0
NDEL1,59.0
AC243756.1,165.0
LAMA4,187.0
FAM57A,39.0
AIPL1,373.0
SS18,61.0
STARD3,63.0
CCDC102B,325.0
SPATA22,209.0
ELAC2,148.0
AKAP1,95.0
SKA2,66.0
NUP85,47.0
ABI3,161.0
CORO7,201.0
SCPEP1,297.0
C17orf85,81.0
PSMD12,39.0
LGALS9,175.0
APCDD1,95.0
LITAF,82.0
FAM195B,118.0
LRRC46,99.0
XPO6,135.0
CACNA1A,103.0
KIR3DL2,456.0
COPRS,103.0
NDUFV2,40.0
DDX5,10.0
ACADVL,225.0
EPB41L3,147.0
SPECC1,73.0
ERAL1,284.0
TMEM241,188.0
FOPNL,105.0
NAA60,93.0
CCDC178,365.0
OSBPL1A,52.0
MSL1,352.0
SLC13A5,137.0
DNAJA3,99.0
STARD3,157.0
PHF23,274.0
C17orf62,79.0
CA10,57.0
SKAP1,39.0
CCDC178,103.0
SECTM1,150.0
GPS2,74.0
EPN2,75.0
MIEN1,117.0
RFWD3,116.0
RAB11FIP4,51.0
CEP112,54.0
BAHCC1,2640.0
MSI2,100.0
SARM1,119.0
ICAM2,214.0
TSHZ1,1078.0
MTAP,113.0
MRM1,96.0
AC015688.3,67.0
TSPYL2,250.0
SMARCE1,129.0
RBBP8,160.0
ACE,209.0
MYOCD,42.0
TTC39C,67.0
GPS1,488.0
ELP5,180.0
CNTROB,187.0
ASPSCR1,161.0
PRPSAP2,22.0
FAM195B,64.0
DRG2,113.0
HLA-G,377.0
FDXR,498.0
BPTF,485.0
MPDU1,102.0
THRA,57.0
TVP23C,61.0
RPL17,147.0
DCXR,143.0
MRPS7,272.0
SLC16A6,85.0
GPS1,61.0
STRADA,50.0
ISYNA1,152.0
NSRP1,93.0
TMEM97,93.0
FBXO15,56.0
CLEC10A,137.0
MSI2,141.0
TBCD,261.0
NFE2L1,63.0
NDC80,169.0
AC027763.2,107.0
KPNB1,691.0
ISYNA1,177.0
CNDP2,138.0
SRRM2,115.0
RBBP8,64.0
TP53,32.0
HSD11B1L,136.0
ALDOC,135.0
OCLM,45.0
TRIM16,184.0
ACADVL,205.0
C18orf63,686.0
CCDC40,99.0
LAMA4,331.0
BPTF,421.0
PSMB3,145.0
RPL26,97.0
KIR3DL2,439.0
GAS7,179.0
ABHD3,38.0
TBC1D28,65.0
RABEP1,193.0
ALDH3A2,134.0
ZNF18,275.0
DCC,89.0
UTP18,116.0
ZP2,737.0
PEMT,80.0
NUP85,191.0
WDR16,128.0
MAP3K3,623.0
KIR2DS5,383.0
TRIM16L,54.0
LINC00908,61.0
SCN4A,1837.0
SPNS3,203.0
CCR7,199.0
SRSF1,202.0
PRPF8,250.0
GGA3,107.0
EDC4,177.0
DCC,102.0
AC245884.2,288.0
MEP1B,701.0
PITPNC1,269.0
LSM14A,103.0
AC241377.1,269.0
THOC1,87.0
CEP95,72.0
SAP30BP,109.0
RECQL5,207.0
STRADA,56.0
POLI,145.0
RP11-849F2.7,108.0
HGS,71.0
AMZ2,221.0
PYCR1,94.0
AC012616.1,265.0
MED24,139.0
MAGEA10,71.0
UMOD,161.0
PPP4R1,18.0
OSBPL1A,50.0
LITAF,33.0
LILRB1,653.0
KRTAP4-9,211.0
ICAM2,54.0
TMEM104,315.0
PLEKHM1,140.0
CORO7-PAM16,536.0
SARM1,108.0
ZNF75A,38.0
MLKL,211.0
TAF4B,868.0
LILRB3,644.0
WDR45B,125.0
DNAH2,1159.0
MYO15B,140.0
RP11-321M21.3,79.0
STRADA,168.0
MRPS7,184.0
CYB561,94.0
ZNF213,51.0
RPH3AL,193.0
TOM1L2,83.0
GPS1,101.0
EIF4A1,51.0
CHD1L,898.0
GPS1,94.0
USP6,377.0
ARHGAP28,73.0
PRR11,144.0
RHOT1,135.0
WSCD1,460.0
NLRP1,1400.0
AMZ2,195.0
ACADVL,77.0
PRSS21,219.0
IMPACT,107.0
TNFAIP1,107.0
TLK2,52.0
RPL17,174.0
GGA3,593.0
COG1,103.0
ACAP1,101.0
TP53I13,93.0
HSD11B1L,235.0
LRRC48,78.0
ARL17B,182.0
CRK,224.0
CIC,145.0
DPH1,215.0
COG1,125.0
SLC39A11,40.0
TGIF1,85.0
NPLOC4,146.0
KIR2DS2,305.0
ENOSF1,205.0
TSPYL2,124.0
LGALS9C,54.0
RAD51C,347.0
PRPSAP2,57.0
HGS,110.0
KPNA2,143.0
FLOT2,119.0
PCYT2,81.0
SGSM2,37.0
SLC13A2,36.0
ERCC4,373.0
FCGR1B,281.0
CDC27,60.0
TBC1D26,14.0
SMARCE1,153.0
OGFOD3,127.0
MYO1D,45.0
CNDP2,55.0
DDX5,38.0
CASC3,130.0
MIF4GD,170.0
GLOD4,59.0
ROCK1,100.0
KLHL28,232.0
SRR,78.0
MINK1,112.0
ZFAND2A,91.0
SLC16A5,203.0
AKAP1,186.0
SMARCD2,110.0
C18orf54,152.0
GTF2H2D,396.0
KIR2DL4,417.0
MYBBP1A,204.0
MTAP,243.0
TSR1,369.0
CTD-2370N5.3,118.0
AC004231.7,395.0
ATG13,13.0
AKT2,292.0
C17orf62,89.0
RBFOX3,326.0
CTRL,265.0
ACE,37.0
TRPV2,78.0
CRYM,166.0
TNFAIP1,125.0
SNRPD1,45.0
NSRP1,43.0
EIF4A1,300.0
AC244230.2,376.0
SPAG5,130.0
CDK12,1201.0
RBBP8,76.0
ZNF726,110.0
KIAA0100,22.0
RTTN,185.0
CLUAP1,51.0
CES5A,356.0
PCDHGB3,930.0
RPL19,195.0
SRGAP2,1072.0
PDE6G,138.0
PKMYT1,491.0
AKAP1,361.0
NUP85,20.0
KCTD2,65.0
PCGF2,204.0
PMP22,51.0
SPECC1,101.0
CT009496.1,362.0
NFE2L1,63.0
TSPO,66.0
HN1,105.0
HYI,205.0
DUS1L,301.0
LLGL2,39.0
CEP95,157.0
DNAH9,44.0
CCL2,66.0
APCDD1,185.0
SRCIN1,1218.0
LGALS9C,76.0
NFKBIB,149.0
MYBBP1A,1253.0
SHBG,261.0
ACE,169.0
CTD-2370N5.3,188.0
RPL26,64.0
NUP85,170.0
PROCA1,42.0
URI1,51.0
POLI,222.0
FAM222B,29.0
GREB1L,190.0
RP11-51F16.8,55.0
SUZ12,717.0
SEPT4,380.0
FN3KRP,125.0
CNDP2,134.0
SUPT6H,50.0
MPDU1,33.0
CTC-786C10.1,259.0
LAIR1,80.0
FTSJ3,33.0
ARSG,29.0
TLK2,602.0
PSMC5,170.0
SCPEP1,70.0
ZADH2,101.0
TRIM37,104.0
SHMT1,129.0
RIOK3,517.0
ASPSCR1,4.0
FDXR,47.0
TLK2,176.0
PSMC5,143.0
FOPNL,83.0
SLC16A6,129.0
KIAA0195,125.0
ARHGDIA,249.0
KPNB1,149.0
SLC43A2,57.0
ALDOC,122.0
CCDC57,46.0
POLI,195.0
NDEL1,77.0
C17orf62,81.0
CDK5RAP3,119.0
VEZF1,16.0
TNS4,34.0
PHF12,30.0
BAIAP2,114.0
USH1G,116.0
NEURL4,1018.0
LILRB4,448.0
SGSH,228.0
RPL26,111.0
FDXR,178.0
NFE2L1,134.0
AC027763.2,90.0
CTC1,135.0
OSBPL1A,286.0
HEXDC,215.0
TRPV2,97.0
GLOD4,69.0
SLC26A11,59.0
HELZ,66.0
FAM64A,179.0
MYCBPAP,146.0
ZNF263,150.0
TLK2,40.0
KIAA0195,128.0
RHOT1,626.0
RP11-192H23.4,130.0
DNAI2,663.0
DDX5,212.0
RP11-542C16.2,406.0
GGA3,159.0
GP2,128.0
BAIAP2,135.0
SALL3,1301.0
KIAA0100,87.0
SMYD4,73.0
SLC25A19,106.0
LILRB4,449.0
MIF4GD,252.0
VPS53,68.0
SPDYE4,92.0
ZNF286A,119.0
COPZ2,117.0
RIOK3,90.0
NUBP1,64.0
RP11-159D12.5,63.0
HEXDC,81.0
VPS53,217.0
YWHAE,108.0
HID1,114.0
WNK1,240.0
PIGS,117.0
RBFOX3,52.0
ZNF521,30.0
APCDD1,23.0
CTNS,163.0
ZNF624,125.0
CPD,185.0
ARHGEF15,208.0
USP14,20.0
DYM,75.0
FAM182B,107.0
ELAC2,132.0
BPTF,65.0
DRG2,245.0
TRIM37,59.0
LGALS9C,175.0
RPH3AL,126.0
ABR,177.0
ERBB2,139.0
C17orf72,38.0
POLG2,82.0
ZNF521,144.0
FCGR1C,281.0
VPS33B,81.0
ZSCAN32,139.0
NCF1,187.0
ENGASE,744.0
CRHR1,153.0
TEX2,52.0
GGA3,108.0
ALDH3A2,55.0
APOH,200.0
STRADA,132.0
NUP85,19.0
FAM104A,104.0
ALOX15B,603.0
KIAA0195,57.0
CCDC102B,137.0
TMEM256,27.0
OSBPL1A,49.0
KCTD1,100.0
LILRA6,482.0
CLUL1,492.0
RABEP1,109.0
RPL36,95.0
ADAP2,146.0
AC011897.1,150.0
ARHGAP44,179.0
SLC25A10,114.0
MIEF2,159.0
ARHGAP23,84.0
CYB561,223.0
C18orf54,36.0
SPAG5,186.0
IFT20,142.0
STRA13,132.0
SPECC1,168.0
FDXR,484.0
MSL1,462.0
CDK5RAP3,49.0
TRPV2,91.0
KLHL14,227.0
ZNF830,107.0
ALDH3A2,394.0
ABR,189.0
SPATA33,141.0
MIS12,24.0
CES5A,546.0
SMPD3,208.0
WSCD1,45.0
NFATC3,1048.0
KPNA2,51.0
VPS53,146.0
SLC16A3,157.0
SLC46A1,128.0
FLII,1259.0
MYO15A,258.0
OGFOD3,219.0
MED1,80.0
CHD2,36.0
RP11-192H23.4,186.0
FBXO15,137.0
DPH1,108.0
CR925767.1,352.0
LILRB4,396.0
GDPD1,291.0
SNRPD1,76.0
TWSG1,76.0
MBP,61.0
RNF138,108.0
SHBG,385.0
TEX2,42.0
C19orf84,187.0
CCDC40,86.0
PRKCA,309.0
RBFOX3,359.0
CWC25,63.0
SAP30BP,105.0
P4HB,55.0
FOXK2,130.0
SLC26A11,64.0
CDC42EP4,127.0
KIAA0195,35.0
DCUN1D5,43.0
NETO1,101.0
NAT9,183.0
RHBDL3,52.0
ASPSCR1,180.0
ARHGAP17,76.0
MBD2,303.0
ALDH3A2,127.0
GAREM,37.0
PELP1,148.0
MRPS23,61.0
MYL4,116.0
DPEP2,114.0
AC239802.1,127.0
GTF2H2,4.0
GTSCR1,137.0
SLC16A3,264.0
PSMD11,188.0
TSEN54,143.0
ARMC7,104.0
DYM,142.0
CLTC,122.0
DYM,163.0
IFT20,133.0
TRAPPC8,97.0
TAOK1,79.0
ULK2,199.0
SS18,59.0
LMNB2,601.0
AC244394.1,1112.0
PITPNA,44.0
ACTG1,214.0
SGSM2,71.0
LRRC46,48.0
DHODH,144.0
MAFG,98.0
ABR,86.0
THOC1,122.0
CTD-2535L24.2,47.0
GRAPL,18.0
AKAP1,8.0
ANKRD12,83.0
NCOR1,546.0
ISYNA1,234.0
LINC00908,34.0
DRG2,162.0
PRPSAP2,261.0
CNDP2,128.0
RBBP8,29.0
CREBBP,196.0
USP14,460.0
ZNF286B,106.0
PKMYT1,215.0
USP22,195.0
GREB1L,200.0
FUK,156.0
LLGL2,63.0
UNC119,87.0
ZNF263,116.0
SLC16A3,235.0
MRPL45,159.0
COX10,63.0
PITPNC1,333.0
CRLF3,97.0
MAP3K3,43.0
UBBP4,54.0
ZNF521,1092.0
DHRS7B,311.0
SNX11,263.0
LILRB1,635.0
THRA,31.0
PYCR1,109.0
YWHAE,39.0
USP22,102.0
TEX2,1128.0
FOPNL,101.0
SLC16A3,219.0
KLF14,324.0
MSL1,599.0
ARHGAP44,191.0
NT5C,116.0
TOP2A,28.0
PPP4R1,135.0
KIR2DS1,404.0
C17orf62,52.0
POLI,86.0
COPS3,21.0
LPIN2,129.0
SAP30BP,180.0
FLII,185.0
LILRB1,652.0
TRPV3,147.0
FGGY,54.0
MED31,58.0
RFPL3S,69.0
DCXR,87.0
FBXO15,40.0
TNFRSF12A,47.0
TANC2,111.0
DNAH2,262.0
RAB34,51.0
AC239799.1,3627.0
TSEN54,179.0
NCOR1,217.0
ARRB2,197.0
TRAP1,215.0
HGS,64.0
DCC,71.0
MPDU1,55.0
C17orf62,60.0
NEK8,167.0
TBCD,141.0
USP22,107.0
EPN3,319.0
TMEM256-PLSCR3,149.0
TRAP1,60.0
CDKN2A,139.0
HLA-ABC,366.0
NOMO3,62.0
FBXO39,37.0
DRG2,158.0
SGSH,110.0
SERF1B,49.0
WNT9B,133.0
TRIM16,233.0
MYO1C,138.0
CTNS,28.0
KPNB1,248.0
SRSF1,66.0
TOM1L1,126.0
KIR2DL1,375.0
SUPT4H1,60.0
FN3KRP,146.0
TCAP,144.0
ATPAF1,352.0
MARCH10,61.0
XYLT2,47.0
NMRAL1,58.0
C19orf47,146.0
EPN2,22.0
TLK2,89.0
KIAA0753,72.0
MYL4,172.0
SALL3,1229.0
SLC26A11,77.0
CHD1L,694.0
SLC37A4,430.0
TBC1D26,52.0
HMOX2,132.0
STARD3,118.0
TBC1D16,257.0
AKT2,130.0
USP43,911.0
CCR7,373.0
CYP2D7P,498.0
ACOX1,224.0
MRPL45,166.0
NLRP1,35.0
HP,150.0
CES5A,576.0
DYM,117.0
MARVELD2,145.0
SHMT1,1.0
ZNF207,342.0
L3MBTL4,209.0
SRR,150.0
NARF,86.0
RAB31,196.0
GRB7,118.0
PSMD11,45.0
ICAM2,216.0
TBC1D29,82.0
CYP2D7P,517.0
MAP3K3,654.0
GOSR1,237.0
PLXDC1,182.0
LIPG,24.0
ASGR1,253.0
TMEM88,127.0
AXIN2,192.0
GPRC5C,153.0
TVP23B,54.0
LITAF,88.0
L3MBTL4,80.0
XAF1,133.0
NFE2L1,47.0
CD226,276.0
DYM,109.0
MIS12,125.0
ARHGEF15,92.0
LAIR1,288.0
PIEZO2,2778.0
GPS1,168.0
MYO1C,164.0
DUS2,73.0
LRRC37B,219.0
LSMD1,74.0
MYLK,154.0
PPP4R1,151.0
SGSH,107.0
GAS7,79.0
MRPS7,173.0
MRPS23,153.0
FAM57A,150.0
PRPF8,1013.0
CLUAP1,414.0
CLEC10A,257.0
C17orf72,156.0
GOSR2,166.0
NT5C,118.0
MIEF2,118.0
SHBG,207.0
FN3KRP,127.0
STARD3,476.0
COPZ2,9.0
C17orf75,88.0
