Gene,Theoretical Peptide Count
AL662833.2,1
RP11-115H15.2,1
RPL18,70
PRKAG1,5
TROAP,48
PEX5,37
SOX5,151
ACVRL1,21
OAS1,88
PFKM,13
PTPRB,362
CYP21A2,92
MIPOL1,124
MED24,41
ACTR6,1
ZNF606,9
ACAD10,145
RP11-175P13.2,1
ADCY4,1
PCBP2,27
HLA-A,17
PRRC2A,405
C1orf53,1
DPCR1,234
MST1,30
DHRS4L2,15
GATC,31
RP11-444J21.2,1
DGKA,7
AL773544.3,3
TGIF1,30
CBX3P5,1
CPSF6,1
RP11-108M12.3,1
PXN,9
RP4-601P9.2,1
VEZT,15
RP11-125N22.3,1
RP11-386G11.10,1
HMBS,23
TMEM72,22
ZNF140,87
RP11-497G19.1,1
LIMS1,78
CS,29
PPP1R12A,66
RFXANK,7
AP000593.7,1
FKBP5,75
GNPTAB,13
TPCN1,29
GBX2,31
CR759787.1,5
C6orf10,178
CR759890.4,1
C14orf80,28
SLCO1C1,104
KRT128P,1
MFAP5,23
TDGF1,32
BICD1,21
KIF19,167
RP11-626P14.1,1
AL670886.1,19
USP15,18
RP11-438N16.2,1
USP15,54
ZAN,203
SPPL3,9
TCP1,87
APPL2,1
AC090571.1,1
LDHA,37
NPIPB4,13
PRKAG1,62
RP11-12K6.2,1
TWF1,15
RP11-554D14.4,1
NAPG,51
CLEC4E,33
PPP1R12A,68
BX936369.4,1
ARHGAP9,27
RP11-347C12.3,38
ALOX15,145
DNAJC14,19
ATP6V0A1,145
EFCAB2,32
MAGOHB,28
ATF7IP,22
ATP2B1,19
NEK3,10
CHPT1,1
PDE1B,48
RP11-231C14.4,128
HLA-F,79
TFDP1,82
RP11-597A11.2,1
RP11-148E17.1,1
B4GALNT1,27
RPL18,56
BTNL2,69
MYBPC3,183
HNRNPA1,60
RP11-645C24.4,1
CCDC41,118
SART3,1
MIR3180-1,1
ABCC9,200
PPP1CA,33
EXOSC10,134
G2E3,46
HMBS,53
C3orf84,41
EGR4,104
PFKM,21
RP11-845M18.7,1
CABP4,35
CCDC92,1
TMEM106C,17
ARMC4,142
ANO2,47
RHPN2,1
SDIM1,21
BCAR1,129
PLBD2,1
RP4-601P9.1,1
RP11-274M17.1,1
TARBP2,3
CLEC17A,26
PRKG2,94
RP4-816N1.6,1
PFKM,46
ACOT7,62
OSBPL8,15
RP11-498M15.1,1
MARS,19
VPS13D,77
RP11-350G24.2,1
YAF2,7
ESYT1,21
SART3,23
G2E3,29
RABEP2,111
HPD,80
RAPGEFL1,35
RP11-350G24.1,1
AGER,18
ZEB1,194
PIWIL1,40
THEMIS,145
E2F7,63
ARHGAP44,107
PLXNC1,1
RP11-128P10.1,1
ANKS1B,95
CALCOCO1,27
CCR3,66
RP11-21A7A.3,1
AFF1,208
RP11-44N21.2,1
GPD1,1
AL021546.6,35
HDC,127
HMGCS2,95
RP11-144F15.1,21
C19orf55,75
MFSD5,1
NAP1L1,81
C16orf93,13
RP11-977G19.11,1
CAPRIN2,45
MED21,19
MRPL48,17
RP11-70F11.11,1
LINC01154,1
FMNL3,251
SLC16A7,57
RPH3A,1
EFCAB14,95
CS,30
RP3-521E19.2,1
DRG1,19
PRKAB1,9
NOMO2,191
DRD2,22
EIF4B,1
SOCS2,38
NFYB,23
NOL8,47
BX927220.1,1
PTCH1,9
CYP4F12,15
WIBG,9
FRS2,25
ACTR6,39
TPCN1,13
RP11-18O15.1,1
FADS1,15
COPZ1,25
FBXW8,1
POTEM,69
ANO6,11
CCDC64,21
RP11-340M11.1,1
SVOP,1
DCTN2,60
CTB-31N19.2,1
USP44,17
C14orf79,26
YARS2,63
PPHLN1,115
RP1-228P16.3,1
DNM1L,21
MRPL51,15
STXBP5,61
CDK4,37
CTD-2021H9.2,1
UTY,184
SSH1,1
BRF1,18
C12orf42,23
METTL1,23
SLC8B1,9
KLRF1,31
SYT1,11
RP11-536C10.11,1
KDM2B,27
BRD2,152
RP11-210N13.1,1
AP000619.6,1
NELL2,15
PPM1H,1
HAGHL,46
TMBIM6,14
RP11-711C17.1,1
LRRC49,148
MYL6,29
RP11-370I10.4,1
ELK3,23
MORC3,35
RP11-231C14.4,13
DCP1B,31
RP11-966I7.3,1
FSIP2,57
OAS2,1
SLC2A3,7
KRT2,1
KRT5,48
CHURC1,30
RP11-820K3.4,1
ST13P3,1
CCDC38,25
C14orf79,28
SLC38A4,26
CACNB3,106
YEATS4,20
SPATS2,26
DRAM1,3
PCBP3,3
CCDC38,1
AP000439.1,1
SCRN3,39
ACAD8,55
RP11-809N8.2,1
RP11-881M11.1,1
RP11-603J24.9,33
FGFR1OP2,17
VARS2,195
RP11-788H18.1,1
RACGAP1,1
ATXN2,15
A2MP1,1
RP11-625L16.3,1
RPH3A,170
WIBG,9
RP11-248E9.6,1
RP11-248E9.1,1
RBFOX1,1
RPLP0,53
TAPBP,60
SDS,60
AVPR1A,39
DYNLL1,11
RAB3IP,68
RP11-244H18.1,1
FKBP4,13
ATP2B1,36
GLULP5,1
PIAS2,60
SSH1,35
HNRNPA1,40
ABCF1,145
AQR,131
CNOT2,89
RNF41,35
MAN1B1,23
TMEM116,13
METAP2,93
GPR137,35
RP11-244H18.3,1
RP11-202H2.1,1
IGHMBP2,22
CTDSP2,21
CYB5AP5,1
CHURC1,21
PRIM1,88
MAP2K7,113
RP5-944M2.2,1
SLC38A1,1
HIRA,155
RP1-288H2.2,1
RP11-711C17.2,1
ACTN2,73
AL773541.1,1
RACGAP1,43
BLOC1S1,36
ANKS1B,12
CALCOCO1,152
CPM,27
PRKAG1,19
METTL7A,46
YLPM1,132
C12orf39,12
RP11-273B20.3,1
TMEM2,3
VAV3,61
TRIM21,102
DCN,21
AAAS,53
AL662822.7,1
SEZ6,1
RP11-571M6.7,1
CALCOCO1,19
NINJ2,17
RP11-384J4.1,1
TM7SF3,19
NCOR2,79
IRF6,57
KIAA1033,9
CS,29
FAM109A,19
CS,33
RP11-611O2.1,1
TMBIM6,14
METTL7A,36
GLIPR1,19
HSPA13,58
PDCD2,7
RAD51AP1,23
SMPDL3B,13
MFAP5,25
PLCZ1,46
TMEM5,41
ARHGAP42P4,1
MOG,46
TMBIM6,5
CS,35
RP11-174M13.2,1
PRPF40B,203
KRT8P19,1
KIAA1715,85
RP11-881M11.4,1
C12orf77,33
COL11A2,301
NR1H4,86
SLC11A2,15
SLC11A2,21
ANKS1B,88
MSH5-SAPCD1,49
AC217778.2,19
RP11-496I2.6,1
KCNJ3,51
HLA-DQB1,53
IL32,49
GPD1,9
CS,39
HCFC2,15
TBC1D30,52
PPP1R18,104
MGP,8
LMF1,54
RP11-272K23.4,1
TJP1,343
MBD6,14
UBN1,244
CS,23
RP11-173P15.5,1
RP3-468K18.5,5
PTCHD4,61
CR759782.1,5
BX294158.7,1
CHERP,1
KRT85,72
ECHDC2,11
LTBP4,115
CNOT2,26
MARS,13
RP11-752G15.6,1
LINC00609,1
PPHLN1,7
PDCD2,1
SRSF9,1
RP11-443B7.3,1
PCSK9,43
AL844213.5,1
RP11-22B23.2,1
TRPV4,147
PRPF3,85
BICD1,234
SLC11A2,59
KLHL20,78
LDHC,39
RP11-536C10.2,1
CR547129.1,1
RP11-404O18.1,1
APPL2,15
ZC3H15,49
AL671879.1,1
AL844213.3,1
ATP6V0A1,56
DYRK4,39
RP11-385N17.3,1
AGER,32
FAM19A2,17
AL844203.1,1
BRF1,46
ENTPD1,64
RPH3A,47
ANKRD13A,1
RP11-234B24.6,26
ANO4,43
MLH3,36
LRRC37A13P,1
OAS3,37
RACGAP1,53
TRAFD1,1
ANKRD49,18
PRTN3,30
MYL6,16
BRF1,36
DAZAP2,19
ZNF211,128
PDZRN4,1
BCAT1,25
CHEK1,103
TMEM235,13
RNFT2,9
LBX2,1
MKS1,73
IGJ,43
LETMD1,73
DENND5B,87
RAD52,21
TGIF1,35
C4B,315
PLEKHG7,19
MMP14,1
ITGB7,1
FADS1,21
CCDC64,53
NOVA1,13
YEATS4,52
MAN1B1,14
DDX11,17
RP11-60C6.3,1
EVI5,187
MED15P6,1
DTX3,1
KRT5,1
SOCS2,40
NPTN,80
PRKD1,27
UBC,26
C11orf49,35
CERS5,13
RAB3IP,110
CNOT2,7
RP11-345J4.1,1
NELL2,53
GALK2,37
TSPAN7,25
MYBPC1,261
AGER,29
CSRP2,48
QKI,9
CLEC4A,24
DDX54,27
BLOC1S1,13
TSPAN31,25
MPDZ,187
TCP11L2,51
RILPL1,20
TUBA1C,17
MARCH9,48
RP11-762I7.5,23
DRAM1,1
CR759792.1,1
PPP1CC,25
AL805909.1,9
BX927220.5,1
FA2H,19
CHMP1A,52
RNASEK,20
TSFM,55
FAM60A,49
MKRN9P,1
MBD6,13
ARHGAP23,46
BX284927.2,1
TGM1,62
KRT79,17
RP11-74K11.2,1
NBL1,21
RP11-349K16.1,1
PARVA,85
PRPF40B,49
RP11-547C5.2,1
SLC6A15,21
NR1H4,103
C6orf48,21
CCDC59,1
GRAMD3,79
CORO1C,30
RP11-626I20.2,1
STAC3,57
KRTAP2-2,9
RPL6,59
TRIM65,55
JMJD6,89
ZNF84,1
ATP1A3,186
TENM2,479
TRIM31,105
ATXN2,61
DGKA,15
RP11-114H23.2,1
UCP3,1
COPZ1,25
SDF4,55
RP11-234B24.4,1
CR759890.1,1
CNTN1,19
CACNB3,3
G2E3,19
APPL2,123
LYSMD4,15
PEX5,15
AL662833.3,3
ARHGAP9,15
ACSF3,78
BX248408.1,1
RP11-384J4.2,1
AL773544.1,1
SLCO1A2,21
NRG2,193
USP44,1
GPR56,76
WNK1,5
RBMS2,35
KRI1,49
KITLG,3
RPLP0,45
LPCAT3,17
RP11-290L1.5,1
SLC25A21,1
ANKS1B,228
COQ10A,15
FAM186A,87
P2RX5-TAX1BP3,102
USP44,31
BPNT1,46
RP11-478B9.3,1
CR388372.1,1
NOC3L,127
RP11-793H13.8,1
CTD-2311B13.1,1
MCRS1,1
COX6A1,1
FAM109A,29
PPFIA2,31
MTERFD3,51
BX294158.3,1
CR753846.2,61
RITA1,66
NUDT13,41
RP11-778J16.3,1
CALD1,170
RP11-536C10.15,1
DNAJA1,59
ANKRD13A,27
SCARB1,82
PPOX,31
RP3-405J10.2,1
RP3-473L9.4,1
RP11-370I10.6,1
SLC25A11,56
TDRD6,402
PLEKHB1,40
GOT1,80
LALBA,23
HEATR5A,37
RP11-190A12.7,19
MRPL42,25
TFR2,62
ZNF506,15
CPM,38
RP11-23J18.1,1
CCDC38,27
RP11-110L15.1,1
NET1,106
KRI1,18
IKZF4,16
CYP27B1,59
AL805909.3,13
PIGS,87
SUOX,25
GART,112
TGFBR1,69
RP11-64D24.2,1
CDK4,1
VPS13D,43
RP11-443N24.3,1
GNS,107
CNOT2,19
TXNRD1,119
TMTC1,34
ALDH2,25
FAM134C,42
B4GALNT1,37
LTBR,19
PFDN5,3
TM7SF3,19
PMEL,40
RP11-809C9.2,1
TNFAIP1,58
ASPG,17
KIAA1407,158
RP11-98E6.1,1
RHCG,51
FGD6,38
ARPC3,27
MYL6,23
MMP19,1
COL11A2,301
LYZ,27
NUMA1,42
PLEKHB1,34
MYO18B,125
PPFIA2,322
TROAP,17
TRMT112,25
TCERG1,254
TUBA1A,38
TNXB,566
HMHA1,210
SDHAF2,25
SCYL2,13
RP11-167N24.6,19
MBD6,1
OVCH1-AS1,25
MMP14,57
MRPL40P1,1
PFKM,36
VEZT,19
C17orf49,35
ACTN1,61
GZF1,46
ITGA5,29
CR753803.1,1
EHMT2,210
NELL2,139
COL11A2,301
DHRS4,39
PSMD9,46
HERC3,81
ANKRD13A,75
KNTC1,40
APLP2,138
ANKS1B,59
CACNA1C,11
ESR2,110
CCDC151,179
RP11-89M22.3,1
RP11-150C16.1,1
PROM1,147
RP11-146E13.3,1
COL11A2,297
CYB561A3,5
BEND6,33
RP11-989F5.1,1
ANKS1B,36
C17orf49,1
ANKS1B,99
PASK,166
TNXB,100
FNBP1P1,1
RP11-701B6.1,1
PCBP2,19
RP11-620J15.1,1
BX247900.3,1
RP11-471N19.1,1
RP11-410B16.1,1
RP11-641A6.2,1
BSG,40
GRAP2,57
SELPLG,39
KRT8,68
RBBP4,21
CLIC5,51
COL11A2,301
TASP1,39
PXN,3
LGR5,1
SYT7,117
SLC8B1,19
ZCCHC8,49
ZNF84,9
BANF2,21
SLC11A2,1
NUP37,5
KLRC4-KLRK1,21
RP11-359M6.3,1
TMBIM6,14
SRCIN1,218
C4B,315
RABGGTA,1
SLC25A10,54
NXPE2P1,1
SCAMP5,15
HHEX,1
EPS8,43
FGR,87
MTRNR2L10,10
MANSC1,45
ARHGAP9,29
PDCD2,57
RP11-244H18.4,1
RP3-446N13.1,1
MOG,3
RP11-834C11.10,1
GOLGA8R,84
OS9,128
COPS2,93
VPS37B,1
NLRC5,158
MRS2,31
COL11A2,301
CHD4,99
ACVRL1,1
DCTN2,40
BAZ2A,5
PFDN5,35
RP11-114H23.3,1
RAD52,44
FCGR2C,11
PRR13,1
RP11-644F5.10,34
RP11-536C10.22,1
CR388219.1,5
CYP26B1,93
BX294158.1,1
BRF1,52
BX927178.1,1
PSME3,51
GPR161,74
NCKAP1L,196
RPH3A,28
SPPL3,13
DQ-A1,34
SART3,41
AK1,1
SLC8B1,27
CNTN1,21
ITPR1,148
F5,60
BTNL2,39
NOP2,145
DAD1,13
GTPBP4,186
IQCH,153
MANSC1,11
GPHN,146
CR759761.2,1
SLC22A8,73
ERMP1,56
ACTR10,39
VDR,55
RP11-161H23.8,1
UCP2,60
ACSS3,21
TSFM,53
ARNTL2,127
NACA,21
ATP5B,41
TENC1,9
MEOX1,39
FADS1,15
HAL,27
RP11-81H3.1,1
HDAC7,61
BRF1,15
MDC1,346
OAS1,1
NMT1,30
KRT72,39
DDX11,15
CR382280.6,1
HMGA2,1
RHEBL1,17
SLC25A3P2,1
NKAIN2,13
ATXN2,48
ZNF433,23
PFKFB4,37
NAA40,26
CNOT2,35
TMEM19,17
PDE2A,19
ACTR1A,73
DNM1L,33
RP11-977G19.12,1
RP11-617J18.1,1
PIK3CD,72
PPP1CC,9
SRGAP1,227
AC217775.2,24
TMPO,1
TGFBR1,15
RP11-388G3.1,1
PPP1R12A,176
MLEC,33
HNRNPA1,73
RP11-650K20.3,5
CACNB3,104
KIAA1033,37
SRSF4,52
CNPY2,40
CA6,25
RNF41,37
PCK2,100
PUS7L,25
C6orf205,19
TNXB,46
LBX2-AS1,1
NOVA1,1
SIAE,75
ATF7,1
RP11-113C12.8,1
RP11-256L6.2,1
SCNN1A,114
PTPN6,15
ACVRL1,94
SENP2,142
SYCP2L,72
RP11-680A11.5,1
NPIPB9,130
CTD-2311B13.5,1
RACGAP1,41
CNOT2,86
RP11-1079J22.1,1
AL662831.3,1
AP000438.2,1
RP11-701H24.3,1
RP11-324P9.1,1
CARS2,36
SSH1,7
RP11-133L14.5,1
FKBP11,1
RP11-362A1.1,1
CNOT2,30
TSPAN8,23
SCAP,128
BTAF1,142
C12orf76,5
RACGAP1,53
PTPRO,77
PRKAG1,29
CHEK2,74
MYBPC1,261
NPAS3,162
KDM1B,21
MED13L,13
DAO,33
PACS2,24
SPATS2,64
PEX5,15
KRT18P20,1
TAF1A,66
TUBA1C,25
RPLP0,17
RELT,9
LCMT2,29
TMEM116,9
C17orf49,38
ZNF641,9
NUDT4,28
KIF21A,134
ENDOU,1
TMBIM6,18
DCN,47
GPC3,100
BRMS1L,7
CTNNA3,78
RP11-686G8.2,1
OR10C1,32
RP11-341G23.3,1
TRIM46,110
FAM101A,1
AMHR2,1
RP11-44N21.4,1
GABBR1,122
SLC6A15,11
DCTN2,62
MARS,13
CDK4,37
M6PR,29
BX296568.1,3
RP11-298I3.1,1
SEMA3C,180
FMO3,102
RP11-328C8.2,1
DENND5B,7
MBD6,11
CELSR3,533
AACS,20
PCBP2,18
TPK1,22
AC005086.3,1
RP11-231C14.4,9
PRSS27,1
SLC48A1,7
RPS6KA6,163
RP11-956E11.1,1
RP11-689B22.2,1
ATF7IP,36
RP11-780K2.1,1
NPAS3,158
PCYOX1,72
AL663093.3,1
ZNF10,9
TCF7L2,107
AC217779.2,77
TRIM15,90
AC225613.6,1
RXRB,98
P2RX5,96
HNF1A,68
TMTC1,192
ERGIC2,7
AC217779.2,106
GRASP,45
ACSS3,19
CAMKK2,70
SLC16A7,1
KRT74,1
RP11-159N11.3,1
TPRX1,44
DGKA,23
C6orf211,55
CCT2,111
CR753819.1,3
TRIM31,101
HLA-A,38
ZCCHC17,84
PRRC2A,405
CCDC92,86
OAS2,3
NUDT14,21
ARL1,1
RP11-554D14.5,1
PAH,30
HVCN1,58
RP11-357K6.3,1
CMKLR1,17
RP11-1K3.1,1
NAP1L1,48
ZNF711,170
MAP3K12,174
GPN3,5
CHRM1,93
PYROXD1,27
RDX,140
LIMA1,35
KDM5A,149
KRT8,33
STARD10,35
RBP5,1
RP11-166B2.1,93
AC074378.1,1
TROAP,144
CNN3,51
KRT8,32
OR10C1,33
RAB3IP,26
P2RX5,87
LDHA,7
SART3,77
TUBA1B,15
DYRK4,40
ABLIM2,136
RNF115,13
AP003419.11,1
CHD4,34
CR762481.7,1
NPIPA5,81
CACNB3,19
ISG20,1
AC093510.1,1
DDX23,77
CR382280.7,1
SCN8A,344
AL731683.1,5
DMTF1,83
RP11-114F10.3,1
MON2,253
CORO1C,30
ZDHHC17,34
RP11-139B1.1,1
ZDHHC17,11
APAF1,27
BX248419.1,29
DNM1L,165
AFAP1L2,193
CARF,114
RP11-989F5.3,1
ANKLE2,15
GPN3,57
DHX16,48
TCTN1,25
NEURL2,15
COX7B2,17
TGFBR1,25
RP11-1038A11.2,1
HLA-F,75
RP11-359J14.3,1
RP11-662I13.2,1
DTX3,52
RP11-38F22.1,1
P2RX4,62
TM7SF3,7
NUP43,23
TCP11L2,49
RP11-1016B18.1,1
QKI,7
AGER,65
PAAF1,70
PPEF1,87
NUDT4,28
NUMA1,39
PTPRB,257
GPR133,17
KIFC3,161
ATP6V0A2,15
TMEM2,120
RFX4,11
CHCHD3,48
AL662857.1,1
GPD1,65
GSR,102
ASH1L,57
MUCL1,1
HDAC4,102
OR5BJ1P,1
AC139677.5,148
DCN,47
RP11-944C7.1,11
NACA,5
SUCLA2,73
MYL2,1
RP11-486A14.2,1
BMS1P18,1
BRF1,9
KPNA6,95
ALG1,61
TCP11L2,9
RP11-508P1.2,1
SMARCD1,61
LOH12CR1,1
AL805909.2,11
MTND2P17,1
PTPRR,50
RAP1B,34
CDK4,9
CNPY2,21
PKP2,1
NF1P4,1
RP11-81K13.1,1
SLC39A3,50
BEST3,33
STARD10,45
TCF7L2,67
HECTD4,729
MON1B,85
CS,41
ANXA8L1,41
RP11-603J24.4,1
RP11-82C23.2,1
RP11-887P2.6,1
C12orf65,37
C12orf49,16
NEK3,17
RBL2,151
RP11-718L23.1,1
PHC1,15
PPHLN1,21
RP11-125N22.2,1
MPDZ,11
TMEM25,48
IFI44,38
CACNB3,32
RP11-603J24.7,1
RP11-495K9.9,1
HTR3B,15
TRPT1,41
GNS,47
ABCB9,15
NELL2,33
TXNDC15,47
RPLP0,55
DEPDC4,71
KANSL2,145
CALCOCO1,17
ATP5B,23
CDKN3,27
RP11-1049A21.2,1
CUX1,286
TMEM117,45
PFDN5,5
NAP1L1,89
METTL1,20
TGIF1,30
MTRNR2L3,9
CPSF6,7
KDM5A,31
MGAT4C,86
RP11-314D7.3,1
ZNF763,89
AICDA,48
JOSD1,40
CPSF7,42
E2F7,1
C12orf56,143
FKBP11,13
AC019319.1,18
GABARAPL1,32
ACAA1,34
FAM222A,1
PPTC7,1
KANSL2,91
VARSL,156
STARD10,34
CCAR1,174
TMEM5-AS1,1
PSMC1,83
RP11-210M15.1,1
KSR2,1
CHFR,9
GLYATL3,39
MAGOHB,29
PTPN7,33
SLC25A14,43
HNRNPA1,36
RP11-384P14.1,1
SLC1A6,67
RP11-552I14.1,11
EXOSC2,64
CHPT1,46
TMBIM4,7
CR354443.2,1
MTERFD3,1
RAB5B,23
RAP1B,17
STAB2,1
CORO1C,55
PPP1R1A,14
VEZT,9
NAV3,45
ATP5B,62
MTHFD1,206
CRADD,30
CERS5,15
PRIM1,43
CTD-2368P22.1,29
USP28,11
CR753846.1,1
TMTC2,7
SNRPF,1
CLEC2D,23
PIAS1,109
CHRND,85
SCN8A,110
C1RL,31
TNFRSF1A,13
HYDIN,102
FXYD5,23
LMBR1L,9
AMHR2,71
PPFIA2,322
LMBR1L,17
RPLP0,43
RPH3A,52
SHD,67
GABARAPL1,1
ITGAM,204
DCN,25
VOPP1,22
SURF4,19
SMARCD1,26
TRHDE,34
RASAL1,183
TAPBPL,22
CERS5,11
TMEM116,11
PPME1,49
BCKDHA,61
OPA3,26
AL049542.1,1
LIN7A,31
BAD,1
PTPN6,27
TCTN2,1
TSPAN11,41
NR1H4,103
GPR133,11
NELL2,19
RP11-785H5.1,1
RP11-298E10.1,1
WNK1,32
RP11-690J15.1,1
MED15,9
RP11-443N24.4,1
MAP3K4,11
RP11-864I4.3,1
RP11-734E19.1,1
P2RX4,14
HLA-DQB2,44
TCTN1,15
RP11-536C10.5,1
PPFIA2,45
RNF10,50
SRSF9,36
HLA-DPB1,15
USP15,44
TFAP2C,62
GNPTAB,100
RP11-510I5.4,1
GPR133,17
NR2C1,1
RP11-114F10.2,1
MSI1,51
STXBP6,23
COG2,91
TMPRSS5,47
ARMC6,17
RP11-103B5.2,1
RP11-248E9.7,1
GALNT2,130
TFCP2,1
NUBPL,37
MAP7D2,162
CNR1,67
CR933842.1,1
GPHN,1
TMTC3,15
FAR2,29
ERBB3,15
IL12RB2,135
B2M,29
CDK4,25
TFCP2,74
NR4A1,7
KLK9,11
ZNF385A,32
ACRBP,27
RACGAP1,44
PGA3,20
NAP1L1,52
BAI3,96
BX248406.1,3
AL360154.1,93
EIF3K,35
ZNF385A,1
RP11-176H8.1,11
SLC6A15,9
TARBP2,25
FBXW9,36
PITPNM2,116
BRMS1L,59
FAM216A,7
PSORS1C1,19
CCDC63,167
BRF1,42
PRKAG1,5
PDHA1,97
RP11-525E9.1,1
SDS,1
M6PR,21
LARS,266
CCDC38,9
ZCCHC8,24
GRAMD4P4,1
METAP2,35
ZNF384,15
C12orf50,1
CD63,33
BEST3,43
SMARCD1,63
RP11-167N24.3,1
RP11-541G9.2,1
RP11-345J4.3,38
RP11-317N8.4,1
TRIM59,74
C12orf76,29
PBX2,92
RP11-800A3.7,1
SGCA,39
NDUFA12,15
UCP3,17
MAP3K7CL,33
OSBPL8,172
CALCOCO1,33
RP11-67A1.2,1
BRF1,48
HNRNPA1P50,1
RP11-352M15.1,1
TMBIM6,5
FBXO10,1
CHD4,448
RP11-266O15.4,1
UHRF1BP1L,13
TROAP,26
SLC35A1,29
METAP2,1
RARG,5
DUSP6,22
DAO,1
CCT4,88
RP11-231C14.4,18
NAT1,71
UTP15,88
CR938714.1,1
RP11-587P21.2,1
HKR1,105
CBLB,63
LIMA1,41
PRKAG3,53
RARG,11
C2CD5,153
AL844213.8,1
CR751550.1,1
TMBIM4,20
HLA-AS1,1
ASPG,82
PSME3,32
ASPG,17
HADHB,87
KLRC1,15
CPSF7,13
SLC37A4,54
YAF2,30
GSG1,50
FERMT3,67
CR759890.3,1
SLC25A32,44
PRRC2A,409
ANKRD49,36
EEA1,1
SLC26A4,75
DDIT3,38
SVOP,3
STRA6,1
NDUFA12,27
LARP4,22
MMP17,31
RP11-863H1.1,1
RP11-1105G2.4,1
TRAFD1,29
AQP2,21
DDR1,29
RP11-125N22.1,1
C14orf79,67
GPN3,15
BX927178.2,1
COL11A2,297
TYROBP,17
PTPN6,15
C12orf4,17
LETMD1,38
RP11-6B19.2,1
CNOT2,27
MEFV,142
AK2,51
SSH1,21
PIK3CB,128
RP11-315E17.1,1
SLC9A1,110
ACER3,25
IGFBP6,27
ZC3H10,1
ZNF384,15
RP11-776A13.1,1
ACSL6,123
BTNL2,66
SMARCD1,29
CD5,29
RP11-275O18.1,1
MSLNL,98
NOL8,284
G3BP1,66
CD63,1
LIN7A,41
CDK4,43
KDM2B,27
CTDSP2,23
TUBGCP2,201
PHB2,19
PDCD2,13
TMTC3,21
GPR137,37
CCSER2,68
NUMA1,31
MIR3179-1,1
RP11-185N2.1,1
NOVA1,17
RP11-454P7.1,1
NEMF,269
ZNF507,178
HMGN2P6,1
NAV3,145
RP11-162N7.1,1
TAPBP,25
GPN3,28
ASB8,17
OGDH,191
RAPGEF3,178
RP11-116D17.2,1
RP11-596D21.1,1
CES5A,7
RP11-597A11.3,1
HIGD1AP9,1
RP11-762I7.4,1
TMTC2,105
NTN4,1
CS,29
HEATR5A,29
AL773535.3,1
BPTF,31
SLC38A1,16
ZNF385A,63
EHMT2,210
RP11-818F20.4,1
THAP2,11
AL662822.2,1
GLUD1,88
RP11-167N24.4,1
HEATR5A,1
SLC25A20,55
DEPDC1B,109
BX248096.1,1
CS,15
AL845443.1,1
C10orf90,201
RP11-20E24.1,1
GPR162,52
OR4D2,39
AL662822.14,1
RP11-1105G2.3,30
STK38L,53
DDX11,207
C12orf10,37
NTS,25
AC005477.1,30
HSF2BP,52
MED15P1,1
SCARB1,31
ERP29,49
VEZT,9
ATP5J2,31
DPCR1,147
ARL1,5
ZNF385A,61
RP11-511B23.1,1
PCED1B,37
RACGAP1,15
AMDHD1,1
APPL2,11
RP13-200J3.2,1
RP11-87C12.2,1
ATG4A,43
RFX4,17
RPS6KC1,127
ARL1,15
KLHL42,30
YAF2,20
HCFC2,70
C12orf49,7
ARFGAP1,56
BX247900.4,1
CACNB3,13
PAAF1,29
CORO1C,30
BX927180.2,1
CBS,98
C17orf70,23
LMBR1L,11
ARHGAP9,41
C19orf55,11
PPP1CC,59
SV2B,86
GLT8D2,16
ACTR6,55
DNM1L,31
NPAS3,157
RP11-100F15.2,1
AL844213.7,1
LYZ,31
GPR132,3
CTD-2368P22.1,31
RP11-314D7.1,1
RP11-49K4.2,1
PPFIA2,81
NKAIN2,17
EIF4A1P12,1
REXO2,19
TMEM19,30
ACSS3,133
RP11-396F22.1,1
CS,23
MAZ,74
C12orf23,1
RP11-74K11.1,1
ZNF7,139
THSD7B,72
PHB2,23
TENC1,235
RP3-521E19.3,1
RP11-762I7.5,21
PFKM,29
MFAP5,9
ABCA13,129
KRT127P,1
MRPL42,32
RP11-190J23.1,1
AACS,39
SLCO1B3,1
RP11-469H8.6,1
MYBPC1,33
ACTR6,57
COL11A2,297
LMBR1L,27
OSBPL8,13
PRPF40A,73
ERP29,25
AAAS,43
COQ10B,51
MELK,147
DHRS4L2,44
CTC-465D4.1,1
TIAM2,13
CECR1,35
RP11-769N19.2,1
RP11-61E11.1,1
BRMS1L,81
HNRNPD,81
EPS8,31
DTD2,13
SKP2,34
NOVA1,39
FBRS,43
ARHGAP23,25
RP11-554D14.3,1
TMEM132A,21
CR388372.3,1
PTPN7,25
FKBP8,45
PDE2A,11
RPH3A,1
C12orf73,5
TRIP12,112
RPL18,68
TWF1,29
PUS1,53
PLEKHM1,39
RBM7,9
HNF1A,7
RP11-116D17.1,17
FAM60A,17
MCRS1,60
ZNF268,29
RP11-597A11.1,1
RP11-161H23.5,1
TMEM121,1
AMDHD1,24
RP11-630C16.1,1
MX2,37
KIF21A,1
RP11-1136G11.8,1
ANKLE2,74
RP4-816N1.7,1
RP11-328J6.1,1
LMBR1L,21
HECTD4,65
GRAMD3,67
CR751550.2,1
RP11-611O2.6,1
MMP19,87
VDR,36
VNN3,18
SOCS2,27
RP11-609L23.1,1
MYRFL,74
C12orf73,9
REEP5,23
USP28,175
CNTN1,11
RP11-313F23.4,1
AC217779.1,1
COL11A2,297
RND1,25
CMKLR1,17
TGIF1,39
KRT5,51
NUMA1,204
